timestamp,modelo,dataset,item_idx,resposta_esperada,resposta_modelo,alternativa_extraida,acertou,tempo_s,erro
2026-07-05T17:36:21Z,Qwen2.5-3B-Instruct/Qwen2.5-3B-Instruct-Q4_K_M.gguf,enem/2022.jsonl,7,C,"Seis em cada dez pessoas com 15 anos ou mais não praticam esporte ou atividade física. São mais de 100 milhões de sedentários. Esses são dados do estudo Práticas de esporte e atividade física, da Pnad 2015, realizado pelo IBGE. A falta de tempo e de interesse são os principais motivos apontados para o sedentarismo. Paralelamente, 73,3 por cento das pessoas de 15 anos ou mais afirmaram que o poder público deveria investir em esporte ou atividades físicas. Observouse uma relação dire ... (truncated)
B",B,False,48.489,
2026-07-05T17:36:59Z,Qwen2.5-3B-Instruct/Qwen2.5-3B-Instruct-Q4_K_M.gguf,enem/2022.jsonl,8,D,"Criado há cerca de 20 anos na Califórnia, o mountainboard é um esporte de aventura que utiliza uma espécie de skate offroad para realizar manobras similares às das modalidades de snowboard, surf e do próprio skate. A atividade chegou ao Brasil em 1997 e hoje possui centenas de praticantes, um circuito nacional respeitável e mais de uma dezena de pistas espalhadas pelo país. Segundo consta na história oficial, o mountainboard foi criado por praticantes de snowboard que sentiam falta de  ... (truncated)
D",D,True,38.34,
2026-07-05T17:37:39Z,Qwen2.5-3B-Instruct/Qwen2.5-3B-Instruct-Q4_K_M.gguf,enem/2022.jsonl,9,C,"## Ser cronista
### Clarice Lispector
Sei que não sou, mas tenho meditado ligeiramente no assunto.
Crônica é um relato? É uma conversa? É um resumo de um estado de espírito? Não sei, pois antes de começar a escrever para o Jornal do Brasil, eu só tinha escrito romances e contos.
E também sem perceber, à medida que escrevia para aqui, ia me tornando pessoal demais, correndo o risco de em breve publicar minha vida passada e presente, o que não pretendo. Outra coisa notei: basta eu sabe ... (truncated)
A",A,False,40.201,
2026-07-05T17:38:13Z,Qwen2.5-3B-Instruct/Qwen2.5-3B-Instruct-Q4_K_M.gguf,enem/2022.jsonl,10,C,"## Projeto na Câmara de BH quer a vacinação gratuita de cães contra a leishmaniose
### A doença é grave e vem causando preocupação na região metropolitana da capital mineira
Ela é uma doença grave, transmitida pela picada do mosquitopalha, e afeta tanto os seres humanos quanto os cachorros: a leishmaniose. Por ser um problema de saúde pública, a doença pode ganhar uma ação preventiva importante, caso um projeto de lei seja aprovado na Câmara Municipal de Belo Horizonte (CMBH).  ... (truncated)
C",C,True,34.248,
2026-07-05T17:39:01Z,Qwen2.5-3B-Instruct/Qwen2.5-3B-Instruct-Q4_K_M.gguf,enem/2022.jsonl,11,E,"Ela era linda. Gostava de dançar, fazia teatro em São Paulo e sonhava ser atriz em Hollywood. Tinha 13 anos quando ganhou uma câmera de vídeo — e uma irmã. As duas se tornaram suas companheiras de experimentações. Adolescente, Elena vivia a criar filminhos e se empenhava em dirigir a pequena Petra nas cenas que inventava. Era exigente com a irmã. E acreditava no potencial da menina para satisfazer seus arroubos de diretora precoce. Por cinco anos, integrou algumas das melhores companhi ... (truncated)
B",B,False,47.818,
2026-07-05T17:39:40Z,Qwen2.5-3B-Instruct/Qwen2.5-3B-Instruct-Q4_K_M.gguf,enem/2022.jsonl,12,B,"PALAVRA – As gramáticas classificam as palavras em substantivo, adjetivo, verbo, advérbio, conjunção, pronome, numeral, artigo e preposição. Os poetas classificam as palavras pela alma porque gostam de brincar com elas, e para brincar com elas é preciso ter intimidade primeiro. É a alma da palavra que define, explica, ofende ou elogia, se coloca entre o significante e o significado para dizer o que quer, dar sentimento às coisas, fazer sentido. A palavra nuvem chove. A palavra triste  ... (truncated)
B",B,True,38.842,
2026-07-05T17:40:24Z,Qwen2.5-3B-Instruct/Qwen2.5-3B-Instruct-Q4_K_M.gguf,enem/2022.jsonl,13,A,"## Fim
### Fernanda Torres
Morte lenta ao luso infame que inventou a calçada portuguesa. Maldito D. Manuel primeiro e sua corja de tenentes Eusébios. Quadrados de pedregulho irregular socados à mão. À mão! É claro que ia soltar, ninguém reparou que ia soltar? Branco, preto, branco, preto, as ondas do mar de Copacabana. De que me servem as ondas do mar de Copacabana? Me deem chão liso, sem protuberâncias calcárias. Mosaico estúpido. Mania de mosaico. Joga concreto em cima e aplaina. B ... (truncated)
B",B,False,43.498,
2026-07-05T17:40:55Z,Qwen2.5-3B-Instruct/Qwen2.5-3B-Instruct-Q4_K_M.gguf,enem/2022.jsonl,14,C,"## Fragmentos da letra da canção Assentamento Chico Buarque
Zanza daqui
Zanza pra acolá
Fim de feira, periferia afora
A cidade não mora mais em mim
Francisco, Serafim
Vamos embora
Ver o capim
Ver o baobá
Vamos ver a campina quando flora
A piracema, rios contravim
Binho, Bel, Bia, Quim
Vamos embora
Quando eu morrer
Cansado de guerra
Morro de bem
Com a minha terra:
Cana, caqui
Inhame, abóbora
Onde só vento se semeava outrora
Amplidão, nação, sertão sem fim
Ó Manuel, Miguilim
Vamos embo ... (truncated)
D",D,False,31.503,
2026-07-05T17:41:15Z,Qwen2.5-3B-Instruct/Qwen2.5-3B-Instruct-Q4_K_M.gguf,enem/2022.jsonl,15,B,"Descrição da imagem: Cartaz dividido verticalmente, que apresenta fotografias e textos. Do lado esquerdo, está a fotografia de uma mulher sentada ao volante de um carro e a mensagem: “Mulher ao volante, perigo constante”. O trecho “perigo constante” está riscado e, logo abaixo, está escrito “tem estrada para andar”. A fotografia da direita é do rosto de um homem com o desenho de uma lágrima logo abaixo de um olho. Ao lado do homem, a mensagem: “Os homens não choram”, com  ... (truncated)
B",B,True,19.984,
2026-07-05T17:42:00Z,Qwen2.5-3B-Instruct/Qwen2.5-3B-Instruct-Q4_K_M.gguf,enem/2022.jsonl,16,B,"## As línguas silenciadas do Brasil
Para aprender a língua de seu povo, o professor Txaywa Pataxó, de 29 anos, precisou estudar os fatores que, por diversas vezes, quase provocaram a extinção da língua patxôhã. Mergulhou na história do Brasil e descobriu fatos violentos que dispersaram os pataxós, forçados a abandonar a própria língua para escapar da perseguição. “Os pataxós se espalharam, principalmente, depois do Fogo de 1951. Queimaram tudo e expulsaram a gente das nossas te ... (truncated)
B",B,True,44.9,
2026-07-05T17:42:41Z,Qwen2.5-3B-Instruct/Qwen2.5-3B-Instruct-Q4_K_M.gguf,enem/2022.jsonl,17,A,"Descrição da imagem: Cartaz que apresenta a fotografia de um cachorro e um gato abraçados e deitados no chão, ao lado de uma placa com o texto: “Adote um animal de rua”. Do lado direito do cartaz, em destaque, a seguinte mensagem: “Ei... me leve para sua casa!!! Décima quarta feira de adoção de cães e gatos”. Na parte inferior, uma caixa de texto informa: “Documentos obrigatórios para adoção: carteira de identidade, CPF, comprovante de residência” e, logo abaixo, um compl ... (truncated)
C",C,False,41.007,
2026-07-05T17:43:24Z,Qwen2.5-3B-Instruct/Qwen2.5-3B-Instruct-Q4_K_M.gguf,enem/2022.jsonl,18,A,"É ruivo? Tem olhos azuis? É homem ou mulher? Usa chapéu? Quem jogou Cara a Cara na infância sabe de cor o roteiro de perguntas para adivinhar quem é o personagem misterioso do seu oponente.
Agora, o jogo está prestes a ganhar uma nova versão. A designer polonesa Zuzia KozerskaGirard está desenvolvendo uma variação do Guess Who? (nome do Cara a Cara em inglês), em que as personalidades do tabuleiro são, na verdade, mulheres notáveis da história e da atualidade, como a artista Frida ... (truncated)
A",A,True,42.933,
2026-07-05T17:43:52Z,Qwen2.5-3B-Instruct/Qwen2.5-3B-Instruct-Q4_K_M.gguf,enem/2022.jsonl,19,A,"Descrição da imagem: Peça publicitária que apresenta duas imagens, uma ao lado da outra. A da esquerda é a fotografia de uma mulher que está cobrindo o rosto com as mãos. Sobre suas mãos está escrito: “Arrependimento”. A imagem da direita é uma via de asfalto onde está escrito: “Causar um acidente é algo que você leva para o resto da vida. Não beba se for dirigir.”. Abaixo, o logotipo do Detran do Espírito Santo.
Para convencer o públicoalvo sobre a necessidade de um tr ... (truncated)
A",A,True,28.559,
2026-07-05T17:44:15Z,Qwen2.5-3B-Instruct/Qwen2.5-3B-Instruct-Q4_K_M.gguf,enem/2023.jsonl,0,B,B,B,True,22.485,
2026-07-05T17:44:48Z,Qwen2.5-3B-Instruct/Qwen2.5-3B-Instruct-Q4_K_M.gguf,enem/2023.jsonl,1,D,"## Things We Carry on the Sea
We carry tears in our eyes: goodbye father, goodbye mother
We carry soil in small bags: may home never fade in our hearts
We carry carnage of mining, droughts, floods, genocides
We carry dust of our families and neighbors incinerated in mushroom clouds
We carry our islands sinking under the sea
We carry our hands, feet, bones, hearts and best minds for a new life
We carry diplomas: medicine, engineer, nurse, education, math, poetry, even if they mean nothing to th ... (truncated)
D",D,True,33.207,
2026-07-05T17:45:14Z,Qwen2.5-3B-Instruct/Qwen2.5-3B-Instruct-Q4_K_M.gguf,enem/2023.jsonl,2,B,"Descrição do cartaz: Foto de parte de um lixão, com a frase “Food for thought” escrita entre sacos de lixo e restos de alimentos. Abaixo da foto, o texto: “The average American tosses 300 pounds of food each year, making food the number one contributor to America’s landfills. Eat your leftlovers and keep your perishables in the fridge – the Earth is counting on it”.
Esse cartaz de campanha sugere que
A) os lixões precisam de ampliação.
B) o desperdício degrada o ambiente.
C) ... (truncated)
B",B,True,26.033,
2026-07-05T17:45:40Z,Qwen2.5-3B-Instruct/Qwen2.5-3B-Instruct-Q4_K_M.gguf,enem/2023.jsonl,3,B,"Descrição do cartum: Em um escritório, dois homens circulam segurando papéis e pastas, outros conversam em pares, e um está trabalhando em um computador. Todos têm as mesmas feições e características físicas e usam ternos, gravatas e sapatos iguais. Abaixo da imagem, o texto: “Oh, you’ll love working here. Nobody treats you any differently just because of your age, race, or gender”.
Ao retratar o ambiente de trabalho em um escritório, esse cartum tem por objetivo
A) criticar u ... (truncated)
D",D,False,25.809,
2026-07-05T17:46:01Z,Qwen2.5-3B-Instruct/Qwen2.5-3B-Instruct-Q4_K_M.gguf,enem/2023.jsonl,4,A,"(fragmento)
Spanglish
Tato Laviera
pues estoy creando Spanglish
bicultural systems
scientific lexicographical
intertextual integrations
two expressions
existentially wired
two dominant languages
continentally abrazándose
in colloquial combate
imperio spanglish emerges
sobre territorio bilingual
las novelas mexicanas
mixing with radiorocknroll
immigrantmigrant
nasal mispronouncements
hiphop, street salsa, spanish pop
standard english classroom
with computer technicalitie
spanglish is litera ... (truncated)
A",A,True,20.917,
2026-07-05T17:46:21Z,Qwen2.5-3B-Instruct/Qwen2.5-3B-Instruct-Q4_K_M.gguf,enem/2023.jsonl,5,A,"## Rui Barbosa
Mestre e companheiro, disse eu que nos íamos despedir. Mas disse mal. A morte não extingue: transforma; não aniquila: renova; não divorcia: aproxima. Um dia supuseste “morta e separada” a consorte dos teus sonhos e das tuas agonias, que te soubera “pôr um mundo inteiro no recanto” do teu ninho; e, todavia, nunca ela te esteve mais presente, no íntimo de ti mesmo e na expressão do teu canto, no fundo do teu ser e na face de tuas ações. Esses catorze versos inimitá ... (truncated)
A",A,True,20.504,
2026-07-05T17:46:41Z,Qwen2.5-3B-Instruct/Qwen2.5-3B-Instruct-Q4_K_M.gguf,enem/2023.jsonl,6,A,"Descrição da campanha publicitária: Foto de uma mulher, com semblante satisfeito, amamentando seu bebê. Sob o título Por que é tão importante amamentar?, o seguinte texto: “O bebê recebe os anticorpos da mãe para proteção contra diversas doenças, como diarreia e infecções, principalmente respiratórias. Diminui o risco de asma, diabetes e obesidade em crianças. É um ótimo exercício para o desenvolvimento da face do bebê e para o crescimento de dentes fortes e bonitos. Desenv ... (truncated)
A",A,True,19.382,
